class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
BarbellCurl_Up,-0.005119464825838804,-0.642137348651886,-0.3024607002735138,0.999801754951477,0.0021905808243900537,-0.6804919242858887,-0.28680282831192017,0.9996401071548462,0.0027915427926927805,-0.6811402440071106,-0.28631696105003357,0.9996324777603149,0.002481815405189991,-0.6815332770347595,-0.2863183319568634,0.99961918592453,-0.0310650747269392,-0.6774698495864868,-0.2849585711956024,0.9995512366294861,-0.030840963125228882,-0.6780200600624084,-0.28619319200515747,0.9994786381721497,-0.03083476983010769,-0.6792721748352051,-0.28500524163246155,0.9994625449180603,0.058130551129579544,-0.6675868034362793,-0.17421633005142212,0.9994621276855469,-0.09378907084465027,-0.6587553024291992,-0.1786065399646759,0.9991258382797241,0.01910417340695858,-0.6172012090682983,-0.2624020278453827,0.9997085332870483,-0.02505219355225563,-0.6121267080307007,-0.262037068605423,0.9996495246887207,0.15086641907691956,-0.46049121022224426,-0.10478165745735168,0.9999082684516907,-0.1680181622505188,-0.46717673540115356,-0.11141187697649002,0.9998548626899719,0.1675107628107071,-0.23279166221618652,-0.2198437750339508,0.9737280607223511,-0.24149121344089508,-0.24473384022712708,-0.22058269381523132,0.976372241973877,0.1905427724123001,-0.3342587351799011,-0.45054304599761963,0.983802080154419,-0.21341697871685028,-0.3291390836238861,-0.45017731189727783,0.9829812049865723,0.18748047947883606,-0.35267746448516846,-0.4862740933895111,0.970587432384491,-0.1914048045873642,-0.3414841294288635,-0.48685428500175476,0.9684187173843384,0.20638902485370636,-0.38007745146751404,-0.48933959007263184,0.9700356125831604,-0.1967265009880066,-0.3794875741004944,-0.4863739013671875,0.9671747088432312,0.19374683499336243,-0.3514130711555481,-0.454562246799469,0.9597005248069763,-0.2030642032623291,-0.34707891941070557,-0.45532065629959106,0.9583203196525574,0.1141887828707695,-0.0033867713063955307,0.002359738340601325,0.9996274709701538,-0.11435642093420029,0.0026764243375509977,-0.001973327249288559,0.9995660781860352,0.11674349755048752,0.40247440338134766,0.0027013930957764387,0.9891018867492676,-0.10298274457454681,0.39744019508361816,0.04490523040294647,0.9883111715316772,0.14455237984657288,0.7106382846832275,0.19296246767044067,0.9788358807563782,-0.09156063199043274,0.7270317077636719,0.228759303689003,0.9791138768196106,0.15409870445728302,0.7536342144012451,0.20363716781139374,0.8858602643013,-0.09132926166057587,0.7715304493904114,0.2392055243253708,0.8886157274246216,0.1959550529718399,0.8364608287811279,0.09269919991493225,0.9735316634178162,-0.13025999069213867,0.8476017713546753,0.13247030973434448,0.9726245999336243
BarbellCurl_Up,-0.005167087074369192,-0.6427658200263977,-0.3004753291606903,0.99989253282547,0.002131612505763769,-0.6810795068740845,-0.28476741909980774,0.9998055696487427,0.0027312487363815308,-0.68172687292099,-0.28428053855895996,0.9998009204864502,0.0024202230852097273,-0.6821172833442688,-0.2842809557914734,0.9997931718826294,-0.031124647706747055,-0.678012490272522,-0.2829573452472687,0.9997571110725403,-0.030903158709406853,-0.678558886051178,-0.2841918170452118,0.9997175931930542,-0.030897093936800957,-0.6798088550567627,-0.2830033600330353,0.999708890914917,0.05800032615661621,-0.6680430173873901,-0.172268807888031,0.9997069835662842,-0.09382742643356323,-0.6591509580612183,-0.1768490970134735,0.999525785446167,0.019047992303967476,-0.6178691983222961,-0.2604663372039795,0.9998422861099243,-0.025104785338044167,-0.6127235889434814,-0.2601495385169983,0.9998108744621277,0.15058664977550507,-0.4607638716697693,-0.10362938791513443,0.9999266266822815,-0.16805632412433624,-0.4674151837825775,-0.11029016226530075,0.9998810887336731,0.1674242615699768,-0.2331603616476059,-0.218057781457901,0.9750249981880188,-0.24228526651859283,-0.24621067941188812,-0.21877598762512207,0.9780967831611633,0.19072100520133972,-0.3354354798793793,-0.44776421785354614,0.9870740175247192,-0.21368052065372467,-0.32971087098121643,-0.44723016023635864,0.9859379529953003,0.18771788477897644,-0.35399022698402405,-0.4833850860595703,0.974910318851471,-0.19133736193180084,-0.34192952513694763,-0.4836778938770294,0.9719856381416321,0.20656967163085938,-0.38132259249687195,-0.48635005950927734,0.9742844700813293,-0.19653606414794922,-0.37977373600006104,-0.4832133948802948,0.9706640243530273,0.19397667050361633,-0.35258474946022034,-0.45169302821159363,0.9645208120346069,-0.20329444110393524,-0.34758931398391724,-0.45234519243240356,0.9620771408081055,0.11418260633945465,-0.0035658245906233788,0.002548452466726303,0.9996677041053772,-0.11435315757989883,0.0028611253947019577,-0.0021504920441657305,0.9996036291122437,0.11672343313694,0.40228283405303955,0.002098639728501439,0.9914042949676514,-0.10218146443367004,0.3976369798183441,0.04450131580233574,0.9908167719841003,0.144524484872818,0.710040807723999,0.19418010115623474,0.9851616024971008,-0.09119191020727158,0.7266771793365479,0.2290530949831009,0.9851874709129333,0.15405289828777313,0.7529938817024231,0.2048923373222351,0.8897524476051331,-0.09097699820995331,0.7710913419723511,0.23953106999397278,0.8943378925323486,0.1953229457139969,0.836466908454895,0.0941682979464531,0.9813206195831299,-0.12985534965991974,0.8474913835525513,0.132826566696167,0.9802047610282898
BarbellCurl_Up,-0.005182172171771526,-0.6428090929985046,-0.3005003333091736,0.9999028444290161,0.0021196543239057064,-0.6811257600784302,-0.2847864627838135,0.9998243451118469,0.0027189829852432013,-0.6817730069160461,-0.28429943323135376,0.9998199939727783,0.002407991560176015,-0.6821630597114563,-0.2843000888824463,0.99981290102005,-0.031138144433498383,-0.6780574917793274,-0.2829742431640625,0.9997804164886475,-0.03091706521809101,-0.6786038875579834,-0.2842085063457489,0.9997446537017822,-0.030910922214388847,-0.6798537969589233,-0.2830200791358948,0.9997367858886719,0.0579836405813694,-0.668074905872345,-0.1722794622182846,0.9997347593307495,-0.0938323587179184,-0.6591905355453491,-0.17685137689113617,0.9995710849761963,0.019033733755350113,-0.6179118156433105,-0.2604922950267792,0.999857485294342,-0.02512030303478241,-0.6127645969390869,-0.2601690888404846,0.9998291730880737,0.1505460888147354,-0.4607958197593689,-0.10364194959402084,0.9999286532402039,-0.16805937886238098,-0.4674385190010071,-0.11027739942073822,0.999883770942688,0.167380228638649,-0.23318301141262054,-0.21814213693141937,0.9751986861228943,-0.24229978024959564,-0.24626672267913818,-0.21874696016311646,0.9782769083976746,0.19071747362613678,-0.3355312645435333,-0.4480329155921936,0.9874501824378967,-0.21368367969989777,-0.3297346830368042,-0.44725942611694336,0.9862723350524902,0.18772006034851074,-0.3540896475315094,-0.4837239980697632,0.9754116535186768,-0.19132494926452637,-0.34194216132164,-0.48373302817344666,0.9723951816558838,0.20656944811344147,-0.38142576813697815,-0.48669981956481934,0.9747800827026367,-0.196516215801239,-0.3797755539417267,-0.4832924008369446,0.9710673093795776,0.1939767748117447,-0.3526833951473236,-0.4519854485988617,0.9650800228118896,-0.2032952904701233,-0.3476048707962036,-0.45238804817199707,0.9625060558319092,0.11418259888887405,-0.003592106746509671,0.002573217498138547,0.9996728301048279,-0.11435358226299286,0.0028876394499093294,-0.002172769047319889,0.9996081590652466,0.11672627180814743,0.40219786763191223,0.0018978811567649245,0.9916761517524719,-0.10207875072956085,0.39766180515289307,0.04454498365521431,0.9910973906517029,0.1445225477218628,0.7097696661949158,0.19418181478977203,0.9858782291412354,-0.09111866354942322,0.7265759110450745,0.22958579659461975,0.9858718514442444,0.15404820442199707,0.7527113556861877,0.20489077270030975,0.8902381062507629,-0.0909179300069809,0.7709810137748718,0.2401217520236969,0.894981324672699,0.1952546387910843,0.8363384008407593,0.09417073428630829,0.9822032451629639,-0.12983737885951996,0.8474345803260803,0.13340744376182556,0.9810559749603271
BarbellCurl_Up,-0.005197320133447647,-0.6428409814834595,-0.3005218207836151,0.9999121427536011,0.002104828367009759,-0.6811591386795044,-0.2848038971424103,0.9998412132263184,0.002703886479139328,-0.6818063259124756,-0.2843167185783386,0.9998372197151184,0.002392838941887021,-0.6821961402893066,-0.2843175232410431,0.9998306632041931,-0.03115394525229931,-0.6780889630317688,-0.28299111127853394,0.9998014569282532,-0.030933326110243797,-0.6786353588104248,-0.28422507643699646,0.9997690320014954,-0.030927106738090515,-0.67988520860672,-0.2830366790294647,0.9997619390487671,0.05796471983194351,-0.6681007742881775,-0.17228920757770538,0.9997597932815552,-0.09384138882160187,-0.6592153906822205,-0.17685864865779877,0.9996119141578674,0.01901860348880291,-0.617944061756134,-0.2605131268501282,0.9998711347579956,-0.025136137381196022,-0.6127942204475403,-0.26018697023391724,0.9998456835746765,0.1505078673362732,-0.460824579000473,-0.10364651679992676,0.9999305605888367,-0.16806629300117493,-0.4674614667892456,-0.1102670356631279,0.9998863339424133,0.16736756265163422,-0.2332034707069397,-0.2181825339794159,0.9753843545913696,-0.24232111871242523,-0.24633663892745972,-0.21872161328792572,0.9784601330757141,0.1907196193933487,-0.33562615513801575,-0.4481703042984009,0.9877986907958984,-0.2136894166469574,-0.3297455310821533,-0.44727376103401184,0.9865784049034119,0.1877225786447525,-0.35419461131095886,-0.48390430212020874,0.9758791327476501,-0.1913129836320877,-0.3419454097747803,-0.48376497626304626,0.9727705121040344,0.20656709372997284,-0.3815355598926544,-0.4868770241737366,0.9752423763275146,-0.19649390876293182,-0.37976622581481934,-0.4833369255065918,0.9714364409446716,0.19398008286952972,-0.3527819812297821,-0.45213180780410767,0.9656039476394653,-0.20329734683036804,-0.34761250019073486,-0.45241037011146545,0.9628995060920715,0.11418259888887405,-0.003615309949964285,0.0025952679570764303,0.999677836894989,-0.11435402184724808,0.0029110554605722427,-0.0021928471978753805,0.9996127486228943,0.11673082411289215,0.4021459221839905,0.0017605040920898318,0.9919280409812927,-0.10198128968477249,0.39768344163894653,0.04461725801229477,0.9913554191589355,0.14451956748962402,0.7096202969551086,0.19418396055698395,0.9865328669548035,-0.09106653183698654,0.7264871001243591,0.2301393747329712,0.986494243144989,0.1540425568819046,0.752556562423706,0.20489008724689484,0.8907631039619446,-0.09087849408388138,0.7708849310874939,0.24073107540607452,0.8956030607223511,0.19518455862998962,0.8362922072410583,0.09417466819286346,0.9830076098442078,-0.1298210322856903,0.8473889827728271,0.13403889536857605,0.9818305373191833
BarbellCurl_Up,-0.005224393215030432,-0.6428967714309692,-0.30066993832588196,0.9999279975891113,0.0020857832860201597,-0.6812160611152649,-0.2849408686161041,0.9998701214790344,0.0026841864455491304,-0.6818629503250122,-0.28445297479629517,0.9998666644096375,0.002373108407482505,-0.6822525262832642,-0.28445419669151306,0.9998610019683838,-0.03117511048913002,-0.6781460046768188,-0.28312838077545166,0.9998373985290527,-0.030955322086811066,-0.6786923408508301,-0.28436213731765747,0.9998106956481934,-0.030948951840400696,-0.6799420118331909,-0.2831731140613556,0.9998049139976501,0.057935357093811035,-0.6681551337242126,-0.17239375412464142,0.9998025894165039,-0.09385310858488083,-0.6592848896980286,-0.17696495354175568,0.9996816515922546,0.018985960632562637,-0.6180111765861511,-0.2606556713581085,0.9998944997787476,-0.025170976296067238,-0.6128542423248291,-0.26032352447509766,0.9998738765716553,0.15040090680122375,-0.4608707129955292,-0.10373006016016006,0.9999338388442993,-0.16807882487773895,-0.4675087034702301,-0.11027312278747559,0.9998905658721924,0.16733740270137787,-0.23323170840740204,-0.21845820546150208,0.9757312536239624,-0.24234561622142792,-0.24644368886947632,-0.21871498227119446,0.9787623286247253,0.19070936739444733,-0.3357609212398529,-0.44876059889793396,0.9884018301963806,-0.21369172632694244,-0.32978466153144836,-0.4474344253540039,0.9871290326118469,0.18771138787269592,-0.3543577790260315,-0.48460155725479126,0.9766890406608582,-0.19127312302589417,-0.34197375178337097,-0.4839682877063751,0.9734750390052795,0.20654454827308655,-0.3817194998264313,-0.4875260591506958,0.9760436415672302,-0.19643662869930267,-0.3797679841518402,-0.48357677459716797,0.9721363186836243,0.19397059082984924,-0.3529329001903534,-0.45273005962371826,0.9665152430534363,-0.20329569280147552,-0.34763965010643005,-0.45259010791778564,0.9636545777320862,0.11418051272630692,-0.003662215545773506,0.0026312367990612984,0.999686598777771,-0.11435269564390182,0.002958647906780243,-0.002223844639956951,0.9996200799942017,0.11673549562692642,0.40195852518081665,0.000972167996224016,0.9923503994941711,-0.10179559886455536,0.3977281451225281,0.04470944032073021,0.9917663335800171,0.1445106416940689,0.7092130184173584,0.19388945400714874,0.9876378774642944,-0.09096495062112808,0.7263280749320984,0.2307291328907013,0.9875324964523315,0.1540236473083496,0.7521384358406067,0.20458517968654633,0.8914869427680969,-0.09078745543956757,0.7707100510597229,0.24137398600578308,0.8965606689453125,0.19495165348052979,0.8360773921012878,0.09390981495380402,0.9843704700469971,-0.12982910871505737,0.8472625613212585,0.1347607672214508,0.9831278920173645
BarbellCurl_Up,-0.0052447994239628315,-0.6429484486579895,-0.3009304106235504,0.999940812587738,0.0020686581265181303,-0.6812714338302612,-0.2851755917072296,0.9998934864997864,0.0026664966717362404,-0.681918203830719,-0.2846868932247162,0.9998904466629028,0.0023554980289191008,-0.6823073029518127,-0.28468871116638184,0.9998855590820312,-0.031194990500807762,-0.6781973242759705,-0.2833739221096039,0.9998664259910583,-0.030975809320807457,-0.6787436604499817,-0.2846069037914276,0.9998444318771362,-0.03096931055188179,-0.6799931526184082,-0.28341740369796753,0.9998396635055542,0.05790453776717186,-0.6682013869285583,-0.1725611686706543,0.9998371601104736,-0.0938732847571373,-0.6593339443206787,-0.17717194557189941,0.9997379779815674,0.018959853798151016,-0.6180710196495056,-0.26090356707572937,0.9999133944511414,-0.025200488045811653,-0.6129090189933777,-0.26057565212249756,0.9998967051506042,0.15032748878002167,-0.46090471744537354,-0.10386450588703156,0.9999365210533142,-0.16810308396816254,-0.46754831075668335,-0.11035361886024475,0.9998937249183655,0.16732071340084076,-0.23325325548648834,-0.21883198618888855,0.9760480523109436,-0.24240046739578247,-0.24663853645324707,-0.21888309717178345,0.9789921045303345,0.19071897864341736,-0.3358522951602936,-0.44945845007896423,0.9888922572135925,-0.2137044221162796,-0.3298046886920929,-0.44783928990364075,0.9875299334526062,0.1877230405807495,-0.35445281863212585,-0.4854186177253723,0.9773382544517517,-0.19124528765678406,-0.3419596552848816,-0.48443323373794556,0.9739446043968201,0.20654690265655518,-0.38184911012649536,-0.4883323609828949,0.9766898155212402,-0.19637879729270935,-0.3797144591808319,-0.4840894937515259,0.9725990295410156,0.19397921860218048,-0.3530377447605133,-0.4534532129764557,0.9672427177429199,-0.20329901576042175,-0.3476395010948181,-0.4530196487903595,0.9641346335411072,0.11417920142412186,-0.003714127466082573,0.0026591201312839985,0.9996938109397888,-0.11435208469629288,0.0030113651882857084,-0.0022476583253592253,0.9996261596679688,0.11675568670034409,0.40175861120224,0.0005614034016616642,0.9926909804344177,-0.1015935018658638,0.39776456356048584,0.04479047283530235,0.9920966029167175,0.14451493322849274,0.7088143825531006,0.1936943233013153,0.9885395765304565,-0.09085701406002045,0.7262055277824402,0.23098745942115784,0.9883801937103271,0.1540195643901825,0.7517358064651489,0.2043747901916504,0.8921194672584534,-0.09069366753101349,0.7705789804458618,0.24163879454135895,0.897383987903595,0.19482655823230743,0.8358175754547119,0.09370002895593643,0.9854888916015625,-0.1299094706773758,0.8471633195877075,0.13505040109157562,0.9841879606246948
BarbellCurl_Up,-0.0052637807093560696,-0.6429716944694519,-0.3012946546077728,0.9999462366104126,0.0020512619521468878,-0.6812971234321594,-0.2855060398578644,0.9999033808708191,0.0026485377456992865,-0.6819437146186829,-0.2850167155265808,0.9999005794525146,0.002337999641895294,-0.6823326349258423,-0.28501924872398376,0.9998959898948669,-0.03121507167816162,-0.6782207489013672,-0.28370988368988037,0.9998787641525269,-0.03099614940583706,-0.6787675619125366,-0.28494152426719666,0.9998587369918823,-0.03098953701555729,-0.6800169348716736,-0.28375205397605896,0.9998543858528137,0.05788443237543106,-0.6682233214378357,-0.17282064259052277,0.9998518228530884,-0.09388911724090576,-0.6593592762947083,-0.1774429976940155,0.9997618794441223,0.01894000731408596,-0.6180996894836426,-0.26126235723495483,0.999921441078186,-0.025222744792699814,-0.6129357218742371,-0.2609274387359619,0.9999064207077026,0.15030117332935333,-0.4609142243862152,-0.10406839102506638,0.9999375343322754,-0.16811899840831757,-0.46756863594055176,-0.11050455272197723,0.9998947381973267,0.16731426119804382,-0.23326320946216583,-0.2193896323442459,0.9761965274810791,-0.24243265390396118,-0.24673373997211456,-0.21925894916057587,0.9790992140769958,0.19072170555591583,-0.33590060472488403,-0.4504615366458893,0.9890965223312378,-0.21374818682670593,-0.3298223912715912,-0.44858047366142273,0.9876955151557922,0.1877262145280838,-0.3544979691505432,-0.48658695816993713,0.9775998592376709,-0.19126233458518982,-0.34196266531944275,-0.48529306054115295,0.974131166934967,0.20654498040676117,-0.38192421197891235,-0.4895240068435669,0.9769526124000549,-0.19636498391628265,-0.3797043263912201,-0.4849914610385895,0.972783088684082,0.193980410695076,-0.35309502482414246,-0.45450708270072937,0.9675285816192627,-0.2033303678035736,-0.3476451337337494,-0.4537944793701172,0.9643162488937378,0.11417869478464127,-0.0037416715640574694,0.0026691402308642864,0.9996970295906067,-0.11435196548700333,0.0030392445623874664,-0.002255824627354741,0.9996289610862732,0.11676481366157532,0.4016174376010895,0.0003651236474979669,0.9928382039070129,-0.10147716850042343,0.39778000116348267,0.04485666751861572,0.9922373294830322,0.14451375603675842,0.7085636258125305,0.19348222017288208,0.9889253973960876,-0.0908086970448494,0.7261587381362915,0.2311563938856125,0.9887421131134033,0.15401524305343628,0.7514873743057251,0.20413647592067719,0.8924924731254578,-0.09065602719783783,0.7705338001251221,0.24180570244789124,0.8977508544921875,0.19476079940795898,0.835600733757019,0.09342893958091736,0.9859718084335327,-0.1300002485513687,0.8471174836158752,0.13520869612693787,0.9846384525299072
BarbellCurl_Up,-0.005278636235743761,-0.6430198550224304,-0.30187901854515076,0.9999555349349976,0.0020380995701998472,-0.6813523769378662,-0.28604018688201904,0.9999203681945801,0.0026347716338932514,-0.6819989085197449,-0.28554949164390564,0.9999179244041443,0.002324411179870367,-0.6823873519897461,-0.2855525016784668,0.9999138712882996,-0.03123026341199875,-0.678277313709259,-0.2842698395252228,0.9998999238014221,-0.03101186826825142,-0.6788249611854553,-0.2854997515678406,0.9998832941055298,-0.031005164608359337,-0.6800742149353027,-0.2843093276023865,0.9998796582221985,0.05785802751779556,-0.6682625412940979,-0.17321041226387024,0.9998769760131836,-0.09390289336442947,-0.6594057679176331,-0.17794179916381836,0.9998028874397278,0.018920734524726868,-0.6181502342224121,-0.2618176341056824,0.9999352097511292,-0.025244588032364845,-0.6129810214042664,-0.2615025043487549,0.9999229907989502,0.15024280548095703,-0.4609312117099762,-0.10436331480741501,0.9999393820762634,-0.16815000772476196,-0.46763843297958374,-0.1107892096042633,0.9998967051506042,0.16732926666736603,-0.2332853376865387,-0.22016699612140656,0.9765415191650391,-0.24254021048545837,-0.24708355963230133,-0.21987581253051758,0.979305624961853,0.1907515972852707,-0.3360517919063568,-0.45180267095565796,0.9894822835922241,-0.21379312872886658,-0.3298327624797821,-0.4496437907218933,0.9879787564277649,0.18774962425231934,-0.35463717579841614,-0.4881494343280792,0.9781129956245422,-0.19126169383525848,-0.3418884575366974,-0.4865108132362366,0.9744448065757751,0.2065478414297104,-0.382131963968277,-0.4910983741283417,0.9774706959724426,-0.19631867110729218,-0.37954750657081604,-0.4862803518772125,0.973093569278717,0.19399799406528473,-0.35326555371284485,-0.45590242743492126,0.9681079983711243,-0.2033490091562271,-0.3476182818412781,-0.45490047335624695,0.9646248817443848,0.11417658627033234,-0.0037891457322984934,0.0026837592013180256,0.9997028112411499,-0.11435059458017349,0.003087292890995741,-0.0022671364713460207,0.9996343851089478,0.11678256094455719,0.40146303176879883,0.00014978514809627086,0.9931034445762634,-0.10130049288272858,0.39782360196113586,0.04498424008488655,0.9924882650375366,0.14451204240322113,0.7083489298820496,0.19307613372802734,0.989605188369751,-0.09073486924171448,0.726065993309021,0.2313263714313507,0.9893826842308044,0.15400604903697968,0.751282811164856,0.20366549491882324,0.8932725191116333,-0.0906311497092247,0.7704294323921204,0.24195925891399384,0.898589015007019,0.1946330964565277,0.8354367613792419,0.09291673451662064,0.9868230223655701,-0.13037140667438507,0.847079873085022,0.13537104427814484,0.985438883304596
BarbellCurl_Up,-0.00528365233913064,-0.6430442333221436,-0.30226993560791016,0.9999595284461975,0.0020349405240267515,-0.6813780665397644,-0.2864059805870056,0.9999275803565979,0.0026311734691262245,-0.6820244789123535,-0.28591465950012207,0.9999253153800964,0.0023210374638438225,-0.6824127435684204,-0.285918653011322,0.9999215006828308,-0.031235158443450928,-0.6783015131950378,-0.28463900089263916,0.9999089241027832,-0.031017037108540535,-0.6788491606712341,-0.28586795926094055,0.9998937249183655,-0.03101021982729435,-0.680098295211792,-0.2846773862838745,0.9998903870582581,0.057848598808050156,-0.6682800054550171,-0.17349442839622498,0.9998877048492432,-0.09390440583229065,-0.6594279408454895,-0.17823272943496704,0.9998202919960022,0.018913835287094116,-0.6181758046150208,-0.262193888425827,0.9999410510063171,-0.02525244653224945,-0.6130050420761108,-0.2618711292743683,0.9999300241470337,0.1502133458852768,-0.4609343409538269,-0.10457482188940048,0.9999402165412903,-0.16815467178821564,-0.4676610827445984,-0.11092910170555115,0.999897301197052,0.16733431816101074,-0.2332933396100998,-0.22074073553085327,0.976716160774231,-0.24254938960075378,-0.24719946086406708,-0.22020244598388672,0.9793528914451599,0.19075345993041992,-0.33612748980522156,-0.4528546929359436,0.9896544218063354,-0.21379747986793518,-0.329830139875412,-0.45029643177986145,0.9880778789520264,0.1877470463514328,-0.3547099232673645,-0.489349901676178,0.9783470034599304,-0.19125515222549438,-0.34182944893836975,-0.48726963996887207,0.9745393395423889,0.2065356969833374,-0.3822399973869324,-0.4923304319381714,0.9777079224586487,-0.19627967476844788,-0.3794400990009308,-0.48710429668426514,0.9731854796409607,0.1939956545829773,-0.3533526062965393,-0.45699483156204224,0.9683700203895569,-0.20334488153457642,-0.34758734703063965,-0.4555957615375519,0.9647035002708435,0.11417605727910995,-0.003810661379247904,0.002683480503037572,0.9997056126594543,-0.11435050517320633,0.003108982229605317,-0.0022652633488178253,0.9996368288993835,0.11678610742092133,0.4013780653476715,6.190054409671575e-05,0.9932264685630798,-0.1012214720249176,0.39784589409828186,0.045168437063694,0.9925993084907532,0.14451397955417633,0.7081621289253235,0.19293329119682312,0.9899035692214966,-0.09070415049791336,0.7260269522666931,0.2316715270280838,0.989661455154419,0.15400369465351105,0.7510966062545776,0.20349910855293274,0.893657922744751,-0.09061788022518158,0.7703858613967896,0.24229799211025238,0.8990328311920166,0.19453997910022736,0.8352973461151123,0.09270565211772919,0.9871960282325745,-0.13053478300571442,0.8470586538314819,0.13569755852222443,0.9857862591743469
BarbellCurl_Up,-0.005294800736010075,-0.6430862545967102,-0.30302324891090393,0.9999663233757019,0.0020295483991503716,-0.6814242005348206,-0.2871439754962921,0.9999399781227112,0.002624966436997056,-0.6820703744888306,-0.28665170073509216,0.999937891960144,0.0023152080830186605,-0.6824582815170288,-0.2866564691066742,0.9999344944953918,-0.03124360740184784,-0.6783448457717896,-0.2853642404079437,0.9999243021011353,-0.031025944277644157,-0.6788924932479858,-0.28659185767173767,0.9999116063117981,-0.031018922105431557,-0.6801414489746094,-0.28539979457855225,0.9999086856842041,0.05783945694565773,-0.6683071851730347,-0.17413565516471863,0.999906063079834,-0.093895323574543,-0.6594668030738831,-0.17879651486873627,0.9998500347137451,0.01890076883137226,-0.6182183027267456,-0.262931764125824,0.9999511241912842,-0.02526688389480114,-0.6130458116531372,-0.2625706195831299,0.9999421238899231,0.15016308426856995,-0.4609285295009613,-0.10502298176288605,0.9999415278434753,-0.1681370735168457,-0.46769794821739197,-0.1111733466386795,0.9998983144760132,0.16731786727905273,-0.2332667112350464,-0.22166664898395538,0.9770331978797913,-0.2424740493297577,-0.24731163680553436,-0.22061219811439514,0.9794313907623291,0.19069057703018188,-0.3362784683704376,-0.45431315898895264,0.9899603724479675,-0.21377381682395935,-0.32981449365615845,-0.4511692225933075,0.9882882237434387,0.18764935433864594,-0.3548997640609741,-0.4909559488296509,0.9787678122520447,-0.191210076212883,-0.34176135063171387,-0.4882967174053192,0.9747907519340515,0.20642128586769104,-0.3824966847896576,-0.49393990635871887,0.9781339168548584,-0.19618000090122223,-0.37931159138679504,-0.4882088005542755,0.9734378457069397,0.19391512870788574,-0.35353773832321167,-0.458485871553421,0.9688402414321899,-0.2033025026321411,-0.3475310504436493,-0.45651692152023315,0.964949369430542,0.11417220532894135,-0.0038483005482703447,0.0026686806231737137,0.9997098445892334,-0.11434764415025711,0.0031471354886889458,-0.002247316762804985,0.9996405839920044,0.11678954213857651,0.4012664258480072,-4.4845903175882995e-05,0.9934283494949341,-0.10111869871616364,0.3978922665119171,0.0454527921974659,0.992782711982727,0.14451609551906586,0.7079307436943054,0.19271524250507355,0.9904057383537292,-0.09067679941654205,0.7259684205055237,0.23211824893951416,0.9901398420333862,0.1539979875087738,0.7508651614189148,0.20323920249938965,0.8941590785980225,-0.09064579755067825,0.7703217267990112,0.24274049699306488,0.8998209238052368,0.19434452056884766,0.8351203799247742,0.09240732342004776,0.9878259897232056,-0.13095587491989136,0.8470162749290466,0.13614648580551147,0.9863840341567993
